EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 17-07-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 SD   : Snow depth in 1 cm
30-34 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GRAZ-UNIVERSITAET, AUSTRIA (STAID: 12)
Blended and updated with sources:32849 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   SD, Q_SD
    12, 32849,20081125,    1,    0
    12, 32849,20081126,    0,    0
    12, 32849,20081127,    0,    0
    12, 32849,20081128,    0,    0
    12, 32849,20081129,    8,    0
    12, 32849,20081130,    6,    0
    12, 32849,20081201,    2,    0
    12, 32849,20081202,    0,    0
    12, 32849,20081203,    0,    0
    12, 32849,20081204,    0,    0
    12, 32849,20081205,    0,    0
    12, 32849,20081206,    0,    0
    12, 32849,20081207,    0,    0
    12, 32849,20081208,    0,    0
    12, 32849,20081209,    0,    0
    12, 32849,20081210,    0,    0
    12, 32849,20081211,    0,    0
    12, 32849,20081212,    0,    0
    12, 32849,20081213,    0,    0
    12, 32849,20081214,    0,    0
    12, 32849,20081215,    0,    0
    12, 32849,20081216,    0,    0
    12, 32849,20081217,    0,    0
    12, 32849,20081218,    0,    0
    12, 32849,20081219,    0,    0
    12, 32849,20081220,    0,    0
    12, 32849,20081221,    0,    0
    12, 32849,20081222,    0,    0
    12, 32849,20081223,    0,    0
    12, 32849,20081224,    0,    0
    12, 32849,20081225,    0,    0
    12, 32849,20081226,    1,    0
    12, 32849,20081227,    1,    0
    12, 32849,20081228,    0,    0
    12, 32849,20081229,    0,    0
    12, 32849,20081230,    0,    0
    12, 32849,20081231,    0,    0
    12, 32849,20090101,    0,    0
    12, 32849,20090102,    0,    0
    12, 32849,20090103,    0,    0
    12, 32849,20090104,    0,    0
    12, 32849,20090105,    0,    0
    12, 32849,20090106,    0,    0
    12, 32849,20090107,    0,    0
    12, 32849,20090108,    0,    0
    12, 32849,20090109,    0,    0
    12, 32849,20090110,    0,    0
    12, 32849,20090111,    0,    0
    12, 32849,20090112,    0,    0
    12, 32849,20090113,    0,    0
    12, 32849,20090114,    0,    0
    12, 32849,20090115,    5,    0
    12, 32849,20090116,    4,    0
    12, 32849,20090117,    3,    0
    12, 32849,20090118,    3,    0
    12, 32849,20090119,    3,    0
    12, 32849,20090120,    2,    0
    12, 32849,20090121,    0,    0
    12, 32849,20090122,    0,    0
    12, 32849,20090123,    0,    0
    12, 32849,20090124,    1,    0
    12, 32849,20090125,    0,    0
    12, 32849,20090126,    0,    0
    12, 32849,20090127,    0,    0
    12, 32849,20090128,    0,    0
    12, 32849,20090129,    0,    0
    12, 32849,20090130,    0,    0
    12, 32849,20090131,    0,    0
    12, 32849,20090201,    0,    0
    12, 32849,20090202,    4,    0
    12, 32849,20090203,   13,    0
    12, 32849,20090204,    6,    0
    12, 32849,20090205,    3,    0
    12, 32849,20090206,    0,    0
    12, 32849,20090207,    0,    0
    12, 32849,20090208,    0,    0
    12, 32849,20090209,    0,    0
    12, 32849,20090210,    0,    0
    12, 32849,20090211,    0,    0
    12, 32849,20090212,    0,    0
    12, 32849,20090213,    0,    0
    12, 32849,20090214,    0,    0
    12, 32849,20090215,    0,    0
    12, 32849,20090216,    0,    0
    12, 32849,20090217,    0,    0
    12, 32849,20090218,    0,    0
    12, 32849,20090219,    0,    0
    12, 32849,20090220,    0,    0
    12, 32849,20090221,    0,    0
    12, 32849,20090222,    2,    0
    12, 32849,20090223,    2,    0
    12, 32849,20090224,    0,    0
    12, 32849,20090225,    0,    0
    12, 32849,20090226,    0,    0
    12, 32849,20090227,    0,    0
    12, 32849,20090228,    0,    0
    12, 32849,20090301,    0,    0
    12, 32849,20090302,    0,    0
    12, 32849,20090303,    0,    0
    12, 32849,20090304,    0,    0
    12, 32849,20090305,    0,    0
    12, 32849,20090306,    0,    0
    12, 32849,20090307,    0,    0
    12, 32849,20090308,    0,    0
    12, 32849,20090309,    0,    0
    12, 32849,20090310,    0,    0
    12, 32849,20090311,    0,    0
    12, 32849,20090312,    0,    0
    12, 32849,20090313,    0,    0
    12, 32849,20090314,    0,    0
    12, 32849,20090315,    0,    0
    12, 32849,20090316,    0,    0
    12, 32849,20090317,    0,    0
    12, 32849,20090318,    0,    0
    12, 32849,20090319,    0,    0
    12, 32849,20090320,    5,    0
    12, 32849,20090321,    0,    0
    12, 32849,20090322,    0,    0
    12, 32849,20090323,    0,    0
    12, 32849,20090324,    0,    0
    12, 32849,20090325,    0,    0
    12, 32849,20090326,    0,    0
    12, 32849,20090327,    0,    0
    12, 32849,20090328,    0,    0
    12, 32849,20090329,    0,    0
    12, 32849,20090330,    0,    0
    12, 32849,20090331,    0,    0
    12, 32849,20090401,    0,    0
    12, 32849,20090402,    0,    0
    12, 32849,20090403,    0,    0
    12, 32849,20090404,    0,    0
    12, 32849,20090405,    0,    0
    12, 32849,20090406,    0,    0
    12, 32849,20090407,    0,    0
    12, 32849,20090408,    0,    0
    12, 32849,20090409,    0,    0
    12, 32849,20090410,    0,    0
    12, 32849,20090411,    0,    0
    12, 32849,20090412,    0,    0
    12, 32849,20090413,    0,    0
    12, 32849,20090414,    0,    0
    12, 32849,20090415,    0,    0
    12, 32849,20090416,    0,    0
    12, 32849,20090417,    0,    0
    12, 32849,20090418,    0,    0
    12, 32849,20090419,    0,    0
    12, 32849,20090420,    0,    0
    12, 32849,20090421,    0,    0
    12, 32849,20090422,    0,    0
    12, 32849,20090423,    0,    0
    12, 32849,20090424,    0,    0
    12, 32849,20090425,    0,    0
    12, 32849,20090426,    0,    0
    12, 32849,20090427,    0,    0
    12, 32849,20090428,    0,    0
    12, 32849,20090429,    0,    0
    12, 32849,20090430,    0,    0
    12, 32849,20090501,    0,    0
    12, 32849,20090502,    0,    0
    12, 32849,20090503,    0,    0
    12, 32849,20090504,    0,    0
    12, 32849,20090505,    0,    0
    12, 32849,20090506,    0,    0
    12, 32849,20090507,    0,    0
    12, 32849,20090508,    0,    0
    12, 32849,20090509,    0,    0
    12, 32849,20090510,    0,    0
    12, 32849,20090511,    0,    0
    12, 32849,20090512,    0,    0
    12, 32849,20090513,    0,    0
    12, 32849,20090514,    0,    0
    12, 32849,20090515,    0,    0
    12, 32849,20090516,    0,    0
    12, 32849,20090517,    0,    0
    12, 32849,20090518,    0,    0
    12, 32849,20090519,    0,    0
    12, 32849,20090520,    0,    0
    12, 32849,20090521,    0,    0
    12, 32849,20090522,    0,    0
    12, 32849,20090523,    0,    0
    12, 32849,20090524,    0,    0
    12, 32849,20090525,    0,    0
    12, 32849,20090526,    0,    0
    12, 32849,20090527,    0,    0
    12, 32849,20090528,    0,    0
    12, 32849,20090529,    0,    0
    12, 32849,20090530,    0,    0
    12, 32849,20090531,    0,    0
    12, 32849,20090601,    0,    0
    12, 32849,20090602,    0,    0
    12, 32849,20090603,    0,    0
    12, 32849,20090604,    0,    0
    12, 32849,20090605,    0,    0
    12, 32849,20090606,    0,    0
    12, 32849,20090607,    0,    0
    12, 32849,20090608,    0,    0
    12, 32849,20090609,    0,    0
    12, 32849,20090610,    0,    0
    12, 32849,20090611,    0,    0
    12, 32849,20090612,    0,    0
    12, 32849,20090613,    0,    0
    12, 32849,20090614,    0,    0
    12, 32849,20090615,    0,    0
    12, 32849,20090616,    0,    0
    12, 32849,20090617,    0,    0
    12, 32849,20090618,    0,    0
    12, 32849,20090619,    0,    0
    12, 32849,20090620,    0,    0
    12, 32849,20090621,    0,    0
    12, 32849,20090622,    0,    0
    12, 32849,20090623,    0,    0
    12, 32849,20090624,    0,    0
    12, 32849,20090625,    0,    0
    12, 32849,20090626,    0,    0
    12, 32849,20090627,    0,    0
    12, 32849,20090628,    0,    0
    12, 32849,20090629,    0,    0
    12, 32849,20090630,    0,    0
    12, 32849,20090701,    0,    0
    12, 32849,20090702,    0,    0
    12, 32849,20090703,    0,    0
    12, 32849,20090704,    0,    0
    12, 32849,20090705,    0,    0
    12, 32849,20090706,    0,    0
    12, 32849,20090707,    0,    0
    12, 32849,20090708,    0,    0
    12, 32849,20090709,    0,    0
    12, 32849,20090710,    0,    0
    12, 32849,20090711,    0,    0
    12, 32849,20090712,    0,    0
    12, 32849,20090713,    0,    0
    12, 32849,20090714,    0,    0
    12, 32849,20090715,    0,    0
    12, 32849,20090716,    0,    0
    12, 32849,20090717,    0,    0
    12, 32849,20090718,    0,    0
    12, 32849,20090719,    0,    0
    12, 32849,20090720,    0,    0
    12, 32849,20090721,    0,    0
    12, 32849,20090722,    0,    0
    12, 32849,20090723,    0,    0
    12, 32849,20090724,    0,    0
    12, 32849,20090725,    0,    0
    12, 32849,20090726,    0,    0
    12, 32849,20090727,    0,    0
    12, 32849,20090728,    0,    0
    12, 32849,20090729,    0,    0
    12, 32849,20090730,    0,    0
    12, 32849,20090731,    0,    0
    12, 32849,20090801,    0,    0
    12, 32849,20090802,    0,    0
    12, 32849,20090803,    0,    0
    12, 32849,20090804,    0,    0
    12, 32849,20090805,    0,    0
    12, 32849,20090806,    0,    0
    12, 32849,20090807,    0,    0
    12, 32849,20090808,    0,    0
    12, 32849,20090809,    0,    0
    12, 32849,20090810,    0,    0
    12, 32849,20090811,    0,    0
    12, 32849,20090812,    0,    0
    12, 32849,20090813,    0,    0
    12, 32849,20090814,    0,    0
    12, 32849,20090815,    0,    0
    12, 32849,20090816,    0,    0
    12, 32849,20090817,    0,    0
    12, 32849,20090818,    0,    0
    12, 32849,20090819,    0,    0
    12, 32849,20090820,    0,    0
    12, 32849,20090821,    0,    0
    12, 32849,20090822,    0,    0
    12, 32849,20090823,    0,    0
    12, 32849,20090824,    0,    0
    12, 32849,20090825,    0,    0
    12, 32849,20090826,    0,    0
    12, 32849,20090827,    0,    0
    12, 32849,20090828,    0,    0
    12, 32849,20090829,    0,    0
    12, 32849,20090830,    0,    0
    12, 32849,20090831,    0,    0
    12, 32849,20090901,    0,    0
    12, 32849,20090902,    0,    0
    12, 32849,20090903,    0,    0
    12, 32849,20090904,    0,    0
    12, 32849,20090905,    0,    0
    12, 32849,20090906,    0,    0
    12, 32849,20090907,    0,    0
    12, 32849,20090908,    0,    0
    12, 32849,20090909,    0,    0
    12, 32849,20090910,    0,    0
    12, 32849,20090911,    0,    0
    12, 32849,20090912,    0,    0
    12, 32849,20090913,    0,    0
    12, 32849,20090914,    0,    0
    12, 32849,20090915,    0,    0
    12, 32849,20090916,    0,    0
    12, 32849,20090917,    0,    0
    12, 32849,20090918,    0,    0
    12, 32849,20090919,    0,    0
    12, 32849,20090920,    0,    0
    12, 32849,20090921,    0,    0
    12, 32849,20090922,    0,    0
    12, 32849,20090923,    0,    0
    12, 32849,20090924,    0,    0
    12, 32849,20090925,    0,    0
    12, 32849,20090926,    0,    0
    12, 32849,20090927,    0,    0
    12, 32849,20090928,    0,    0
    12, 32849,20090929,    0,    0
    12, 32849,20090930,    0,    0
    12, 32849,20091001,    0,    0
    12, 32849,20091002,    0,    0
    12, 32849,20091003,    0,    0
    12, 32849,20091004,    0,    0
    12, 32849,20091005,    0,    0
    12, 32849,20091006,    0,    0
    12, 32849,20091007,    0,    0
    12, 32849,20091008,    0,    0
    12, 32849,20091009,    0,    0
    12, 32849,20091010,    0,    0
    12, 32849,20091011,    0,    0
    12, 32849,20091012,    0,    0
    12, 32849,20091013,    0,    0
    12, 32849,20091014,    0,    0
    12, 32849,20091015,    0,    0
    12, 32849,20091016,    0,    0
    12, 32849,20091017,    0,    0
    12, 32849,20091018,    0,    0
    12, 32849,20091019,    0,    0
    12, 32849,20091020,    0,    0
    12, 32849,20091021,    0,    0
    12, 32849,20091022,    0,    0
    12, 32849,20091023,    0,    0
    12, 32849,20091024,    0,    0
    12, 32849,20091025,    0,    0
    12, 32849,20091026,    0,    0
    12, 32849,20091027,    0,    0
    12, 32849,20091028,    0,    0
    12, 32849,20091029,    0,    0
    12, 32849,20091030,    0,    0
    12, 32849,20091031,    0,    0
    12, 32849,20091101,    0,    0
    12, 32849,20091102,    0,    0
    12, 32849,20091103,    0,    0
    12, 32849,20091104,    0,    0
    12, 32849,20091105,    0,    0
    12, 32849,20091106,    0,    0
    12, 32849,20091107,    0,    0
    12, 32849,20091108,    0,    0
    12, 32849,20091109,    0,    0
    12, 32849,20091110,    0,    0
    12, 32849,20091111,    0,    0
    12, 32849,20091112,    0,    0
    12, 32849,20091113,    0,    0
    12, 32849,20091114,    0,    0
    12, 32849,20091115,    0,    0
    12, 32849,20091116,    0,    0
    12, 32849,20091117,    0,    0
    12, 32849,20091118,    0,    0
    12, 32849,20091119,    0,    0
    12, 32849,20091120,    0,    0
    12, 32849,20091121,    0,    0
    12, 32849,20091122,    0,    0
    12, 32849,20091123,    0,    0
    12, 32849,20091124,    0,    0
    12, 32849,20091125,    0,    0
    12, 32849,20091126,    0,    0
    12, 32849,20091127,    0,    0
    12, 32849,20091128,    0,    0
    12, 32849,20091129,    0,    0
    12, 32849,20091130,    0,    0
    12, 32849,20091201,    0,    0
    12, 32849,20091202,    0,    0
    12, 32849,20091203,    0,    0
    12, 32849,20091204,    0,    0
    12, 32849,20091205,    0,    0
    12, 32849,20091206,    0,    0
    12, 32849,20091207,    0,    0
    12, 32849,20091208,    0,    0
    12, 32849,20091209,    0,    0
    12, 32849,20091210,    0,    0
    12, 32849,20091211,    0,    0
    12, 32849,20091212,    0,    0
    12, 32849,20091213,    0,    0
    12, 32849,20091214,    1,    0
    12, 32849,20091215,    3,    0
    12, 32849,20091216,    3,    0
    12, 32849,20091217,    1,    0
    12, 32849,20091218,    1,    0
    12, 32849,20091219,    2,    0
    12, 32849,20091220,    8,    0
    12, 32849,20091221,    7,    0
    12, 32849,20091222,    6,    0
    12, 32849,20091223,    4,    0
    12, 32849,20091224,    0,    0
    12, 32849,20091225,    0,    0
    12, 32849,20091226,    0,    0
    12, 32849,20091227,    0,    0
    12, 32849,20091228,    0,    0
    12, 32849,20091229,    0,    0
    12, 32849,20091230,    0,    0
    12, 32849,20091231,    0,    0
    12, 32849,20100101,    0,    0
    12, 32849,20100102,    0,    0
    12, 32849,20100103,    0,    0
    12, 32849,20100104,    0,    0
    12, 32849,20100105,    0,    0
    12, 32849,20100106,    4,    0
    12, 32849,20100107,    4,    0
    12, 32849,20100108,    6,    0
    12, 32849,20100109,   14,    0
    12, 32849,20100110,   11,    0
    12, 32849,20100111,    9,    0
    12, 32849,20100112,    8,    0
    12, 32849,20100113,    7,    0
    12, 32849,20100114,    7,    0
    12, 32849,20100115,    7,    0
    12, 32849,20100116,    7,    0
    12, 32849,20100117,    7,    0
    12, 32849,20100118,   10,    0
    12, 32849,20100119,    9,    0
    12, 32849,20100120,    9,    0
    12, 32849,20100121,    8,    0
    12, 32849,20100122,   16,    0
    12, 32849,20100123,   14,    0
    12, 32849,20100124,   14,    0
    12, 32849,20100125,   13,    0
    12, 32849,20100126,   13,    0
    12, 32849,20100127,   14,    0
    12, 32849,20100128,   14,    0
    12, 32849,20100129,   14,    0
    12, 32849,20100130,   14,    0
    12, 32849,20100131,   14,    0
    12, 32849,20100201,   12,    0
    12, 32849,20100202,   12,    0
    12, 32849,20100203,   12,    0
    12, 32849,20100204,   12,    0
    12, 32849,20100205,   11,    0
    12, 32849,20100206,   11,    0
    12, 32849,20100207,   15,    0
    12, 32849,20100208,   15,    0
    12, 32849,20100209,   15,    0
    12, 32849,20100210,   15,    0
    12, 32849,20100211,   33,    0
    12, 32849,20100212,   32,    0
    12, 32849,20100213,   28,    0
    12, 32849,20100214,   27,    0
    12, 32849,20100215,   27,    0
    12, 32849,20100216,   25,    0
    12, 32849,20100217,   24,    0
    12, 32849,20100218,   22,    0
    12, 32849,20100219,   19,    0
    12, 32849,20100220,   15,    0
    12, 32849,20100221,   13,    0
    12, 32849,20100222,   12,    0
    12, 32849,20100223,   12,    0
    12, 32849,20100224,   10,    0
    12, 32849,20100225,    8,    0
    12, 32849,20100226,    0,    0
    12, 32849,20100227,    0,    0
    12, 32849,20100228,    0,    0
    12, 32849,20100301,    0,    0
    12, 32849,20100302,    0,    0
    12, 32849,20100303,    0,    0
    12, 32849,20100304,    0,    0
    12, 32849,20100305,    0,    0
    12, 32849,20100306,    0,    0
    12, 32849,20100307,    1,    0
    12, 32849,20100308,    0,    0
    12, 32849,20100309,    0,    0
    12, 32849,20100310,    0,    0
    12, 32849,20100311,    6,    0
    12, 32849,20100312,    4,    0
    12, 32849,20100313,    0,    0
    12, 32849,20100314,    0,    0
    12, 32849,20100315,    0,    0
    12, 32849,20100316,    0,    0
    12, 32849,20100317,    0,    0
    12, 32849,20100318,    0,    0
    12, 32849,20100319,    0,    0
    12, 32849,20100320,    0,    0
    12, 32849,20100321,    0,    0
    12, 32849,20100322,    0,    0
    12, 32849,20100323,    0,    0
    12, 32849,20100324,    0,    0
    12, 32849,20100325,    0,    0
    12, 32849,20100326,    0,    0
    12, 32849,20100327,    0,    0
    12, 32849,20100328,    0,    0
    12, 32849,20100329,    0,    0
    12, 32849,20100330,    0,    0
    12, 32849,20100331,    0,    0
    12, 32849,20100401,    0,    0
    12, 32849,20100402,    0,    0
    12, 32849,20100403,    0,    0
    12, 32849,20100404,    0,    0
    12, 32849,20100405,    0,    0
    12, 32849,20100406,    0,    0
    12, 32849,20100407,    0,    0
    12, 32849,20100408,    0,    0
    12, 32849,20100409,    0,    0
    12, 32849,20100410,    0,    0
    12, 32849,20100411,    0,    0
    12, 32849,20100412,    0,    0
    12, 32849,20100413,    0,    0
    12, 32849,20100414,    0,    0
    12, 32849,20100415,    0,    0
    12, 32849,20100416,    0,    0
    12, 32849,20100417,    0,    0
    12, 32849,20100418,    0,    0
    12, 32849,20100419,    0,    0
    12, 32849,20100420,    0,    0
    12, 32849,20100421,    0,    0
    12, 32849,20100422,    0,    0
    12, 32849,20100423,    0,    0
    12, 32849,20100424,    0,    0
    12, 32849,20100425,    0,    0
    12, 32849,20100426,    0,    0
    12, 32849,20100427,    0,    0
    12, 32849,20100428,    0,    0
    12, 32849,20100429,    0,    0
    12, 32849,20100430,    0,    0
    12, 32849,20100501,    0,    0
    12, 32849,20100502,    0,    0
    12, 32849,20100503,    0,    0
    12, 32849,20100504,    0,    0
    12, 32849,20100505,    0,    0
    12, 32849,20100506,    0,    0
    12, 32849,20100507,    0,    0
    12, 32849,20100508,    0,    0
    12, 32849,20100509,    0,    0
    12, 32849,20100510,    0,    0
    12, 32849,20100511,    0,    0
    12, 32849,20100512,    0,    0
    12, 32849,20100513,    0,    0
    12, 32849,20100514,    0,    0
    12, 32849,20100515,    0,    0
    12, 32849,20100516,    0,    0
    12, 32849,20100517,    0,    0
    12, 32849,20100518,    0,    0
    12, 32849,20100519,    0,    0
    12, 32849,20100520,    0,    0
    12, 32849,20100521,    0,    0
    12, 32849,20100522,    0,    0
    12, 32849,20100523,    0,    0
    12, 32849,20100524,    0,    0
    12, 32849,20100525,    0,    0
    12, 32849,20100526,    0,    0
    12, 32849,20100527,    0,    0
    12, 32849,20100528,    0,    0
    12, 32849,20100529,    0,    0
    12, 32849,20100530,    0,    0
    12, 32849,20100531,    0,    0
    12, 32849,20100601,    0,    0
    12, 32849,20100602,    0,    0
    12, 32849,20100603,    0,    0
    12, 32849,20100604,    0,    0
    12, 32849,20100605,    0,    0
    12, 32849,20100606,    0,    0
    12, 32849,20100607,    0,    0
    12, 32849,20100608,    0,    0
    12, 32849,20100609,    0,    0
    12, 32849,20100610,    0,    0
    12, 32849,20100611,    0,    0
    12, 32849,20100612,    0,    0
    12, 32849,20100613,    0,    0
    12, 32849,20100614,    0,    0
    12, 32849,20100615,    0,    0
    12, 32849,20100616,    0,    0
    12, 32849,20100617,    0,    0
    12, 32849,20100618,    0,    0
    12, 32849,20100619,    0,    0
    12, 32849,20100620,    0,    0
    12, 32849,20100621,    0,    0
    12, 32849,20100622,    0,    0
    12, 32849,20100623,    0,    0
    12, 32849,20100624,    0,    0
    12, 32849,20100625,    0,    0
    12, 32849,20100626,    0,    0
    12, 32849,20100627,    0,    0
    12, 32849,20100628,    0,    0
    12, 32849,20100629,    0,    0
    12, 32849,20100630,    0,    0
    12, 32849,20100701,    0,    0
    12, 32849,20100702,    0,    0
    12, 32849,20100703,    0,    0
    12, 32849,20100704,    0,    0
    12, 32849,20100705,    0,    0
    12, 32849,20100706,    0,    0
    12, 32849,20100707,    0,    0
    12, 32849,20100708,    0,    0
    12, 32849,20100709,    0,    0
    12, 32849,20100710,    0,    0
    12, 32849,20100711,    0,    0
    12, 32849,20100712,    0,    0
    12, 32849,20100713,    0,    0
    12, 32849,20100714,    0,    0
    12, 32849,20100715,    0,    0
    12, 32849,20100716,    0,    0
    12, 32849,20100717,    0,    0
    12, 32849,20100718,    0,    0
    12, 32849,20100719,    0,    0
    12, 32849,20100720,    0,    0
    12, 32849,20100721,    0,    0
    12, 32849,20100722,    0,    0
    12, 32849,20100723,    0,    0
    12, 32849,20100724,    0,    0
    12, 32849,20100725,    0,    0
    12, 32849,20100726,    0,    0
    12, 32849,20100727,    0,    0
    12, 32849,20100728,    0,    0
    12, 32849,20100729,    0,    0
    12, 32849,20100730,    0,    0
    12, 32849,20100731,    0,    0
    12, 32849,20100801,    0,    0
    12, 32849,20100802,    0,    0
    12, 32849,20100803,    0,    0
    12, 32849,20100804,    0,    0
    12, 32849,20100805,    0,    0
    12, 32849,20100806,    0,    0
    12, 32849,20100807,    0,    0
    12, 32849,20100808,    0,    0
    12, 32849,20100809,    0,    0
    12, 32849,20100810,    0,    0
    12, 32849,20100811,    0,    0
    12, 32849,20100812,    0,    0
    12, 32849,20100813,    0,    0
    12, 32849,20100814,    0,    0
    12, 32849,20100815,    0,    0
    12, 32849,20100816,    0,    0
    12, 32849,20100817,    0,    0
    12, 32849,20100818,    0,    0
    12, 32849,20100819,    0,    0
    12, 32849,20100820,    0,    0
    12, 32849,20100821,    0,    0
    12, 32849,20100822,    0,    0
    12, 32849,20100823,    0,    0
    12, 32849,20100824,    0,    0
    12, 32849,20100825,    0,    0
    12, 32849,20100826,    0,    0
    12, 32849,20100827,    0,    0
    12, 32849,20100828,    0,    0
    12, 32849,20100829,    0,    0
    12, 32849,20100830,    0,    0
    12, 32849,20100831,    0,    0
    12, 32849,20100901,    0,    0
    12, 32849,20100902,    0,    0
    12, 32849,20100903,    0,    0
    12, 32849,20100904,    0,    0
    12, 32849,20100905,    0,    0
    12, 32849,20100906,    0,    0
    12, 32849,20100907,    0,    0
    12, 32849,20100908,    0,    0
    12, 32849,20100909,    0,    0
    12, 32849,20100910,    0,    0
    12, 32849,20100911,    0,    0
    12, 32849,20100912,    0,    0
    12, 32849,20100913,    0,    0
    12, 32849,20100914,    0,    0
    12, 32849,20100915,    0,    0
    12, 32849,20100916,    0,    0
    12, 32849,20100917,    0,    0
    12, 32849,20100918,    0,    0
    12, 32849,20100919,    0,    0
    12, 32849,20100920,    0,    0
    12, 32849,20100921,    0,    0
    12, 32849,20100922,    0,    0
    12, 32849,20100923,    0,    0
    12, 32849,20100924,    0,    0
    12, 32849,20100925,    0,    0
    12, 32849,20100926,    0,    0
    12, 32849,20100927,    0,    0
    12, 32849,20100928,    0,    0
    12, 32849,20100929,    0,    0
    12, 32849,20100930,    0,    0
    12, 32849,20101001,    0,    0
    12, 32849,20101002,    0,    0
    12, 32849,20101003,    0,    0
    12, 32849,20101004,    0,    0
    12, 32849,20101005,    0,    0
    12, 32849,20101006,    0,    0
    12, 32849,20101007,    0,    0
    12, 32849,20101008,    0,    0
    12, 32849,20101009,    0,    0
    12, 32849,20101010,    0,    0
    12, 32849,20101011,    0,    0
    12, 32849,20101012,    0,    0
    12, 32849,20101013,    0,    0
    12, 32849,20101014,    0,    0
    12, 32849,20101015,    0,    0
    12, 32849,20101016,    0,    0
    12, 32849,20101017,    0,    0
    12, 32849,20101018,    0,    0
    12, 32849,20101019,    0,    0
    12, 32849,20101020,    0,    0
    12, 32849,20101021,    0,    0
    12, 32849,20101022,    0,    0
    12, 32849,20101023,    0,    0
    12, 32849,20101024,    0,    0
    12, 32849,20101025,    0,    0
    12, 32849,20101026,    0,    0
    12, 32849,20101027,    0,    0
    12, 32849,20101028,    0,    0
    12, 32849,20101029,    0,    0
    12, 32849,20101030,    0,    0
    12, 32849,20101031,    0,    0
    12, 32849,20101101,    0,    0
    12, 32849,20101102,    0,    0
    12, 32849,20101103,    0,    0
    12, 32849,20101104,    0,    0
    12, 32849,20101105,    0,    0
    12, 32849,20101106,    0,    0
    12, 32849,20101107,    0,    0
    12, 32849,20101108,    0,    0
    12, 32849,20101109,    0,    0
    12, 32849,20101110,    0,    0
    12, 32849,20101111,    0,    0
    12, 32849,20101112,    0,    0
    12, 32849,20101113,    0,    0
    12, 32849,20101114,    0,    0
    12, 32849,20101115,    0,    0
    12, 32849,20101116,    0,    0
    12, 32849,20101117,    0,    0
    12, 32849,20101118,    0,    0
    12, 32849,20101119,    0,    0
    12, 32849,20101120,    0,    0
    12, 32849,20101121,    0,    0
    12, 32849,20101122,    0,    0
    12, 32849,20101123,    0,    0
    12, 32849,20101124,    0,    0
    12, 32849,20101125,    0,    0
    12, 32849,20101126,    0,    0
    12, 32849,20101127,    0,    0
    12, 32849,20101128,    0,    0
    12, 32849,20101129,    9,    0
    12, 32849,20101130,    5,    0
    12, 32849,20101201,    7,    0
    12, 32849,20101202,   14,    0
    12, 32849,20101203,   20,    0
    12, 32849,20101204,   26,    0
    12, 32849,20101205,   23,    0
    12, 32849,20101206,   19,    0
    12, 32849,20101207,   17,    0
    12, 32849,20101208,   12,    0
    12, 32849,20101209,    9,    0
    12, 32849,20101210,    8,    0
    12, 32849,20101211,    7,    0
    12, 32849,20101212,    7,    0
    12, 32849,20101213,    6,    0
    12, 32849,20101214,    5,    0
    12, 32849,20101215,    5,    0
    12, 32849,20101216,    5,    0
    12, 32849,20101217,    5,    0
    12, 32849,20101218,   14,    0
    12, 32849,20101219,   15,    0
    12, 32849,20101220,   14,    0
    12, 32849,20101221,   13,    0
    12, 32849,20101222,   12,    0
    12, 32849,20101223,   12,    0
    12, 32849,20101224,    8,    0
    12, 32849,20101225,    0,    0
    12, 32849,20101226,    0,    0
    12, 32849,20101227,    0,    0
    12, 32849,20101228,    0,    0
    12, 32849,20101229,    0,    0
    12, 32849,20101230,    0,    0
    12, 32849,20101231,    0,    0
    12, 32849,20110101,-9999,    9
    12, 32849,20110102,-9999,    9
    12, 32849,20110103,-9999,    9
    12, 32849,20110104,-9999,    9
    12, 32849,20110105,-9999,    9
    12, 32849,20110106,-9999,    9
    12, 32849,20110107,-9999,    9
    12, 32849,20110108,-9999,    9
    12, 32849,20110109,-9999,    9
    12, 32849,20110110,-9999,    9
    12, 32849,20110111,-9999,    9
    12, 32849,20110112,-9999,    9
    12, 32849,20110113,-9999,    9
    12, 32849,20110114,-9999,    9
    12, 32849,20110115,-9999,    9
    12, 32849,20110116,-9999,    9
    12, 32849,20110117,-9999,    9
    12, 32849,20110118,-9999,    9
    12, 32849,20110119,-9999,    9
    12, 32849,20110120,-9999,    9
    12, 32849,20110121,-9999,    9
    12, 32849,20110122,-9999,    9
    12, 32849,20110123,-9999,    9
    12, 32849,20110124,-9999,    9
    12, 32849,20110125,-9999,    9
    12, 32849,20110126,-9999,    9
    12, 32849,20110127,-9999,    9
    12, 32849,20110128,-9999,    9
